instance_32-triangle

VEHICLE
NUMBER     CAPACITY
  120         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -54         -116          44         0          720          0
    2      -8         -24          69         0          720          0
    3      99         7          45         383          417          0
    4      9         73          59         426          554          0
    5      -25         -41          44         512          627          0
    6      -81         -28          67         623          720          0
    7      13         -91          51         0          124          0
    8      -41         70          70         333          412          0
    9      -13         39          59         0          120          0
    10      31         -33          46         138          226          0
    11      60         -25          83         143          567          0
    12      46         -123          53         0          720          0
    13      23         110          44         253          301          0
    14      -9         64          36         233          401          0
    15      -9         -31          60         0          720          0
    16      -58         25          61         0          720          0
    17      -110         -140          64         173          232          0
    18      91         -19          34         0          720          0
    19      5         40          60         353          720          0
    20      -50         54          53         346          375          0
    21      8         -10          45         0          720          0
    22      -26         -3          66         663          720          0
    23      129         125          32         0          720          0
    24      23         4          32         0          720          0
    25      9         -77          42         547          720          0
    26      -165         0          68         378          720          0
    27      -2         -12          38         0          720          0
    28      5         -3          41         443          570          0
    29      -12         51          62         493          720          0
    30      59         24          54         326          720          0
    31      -68         36          66         0          720          0
    32      108         -56          53         458          566          0
    33      -93         -58          61         0          720          0
    34      -24         -5          51         410          720          0
    35      -168         49          75         353          420          0
    36      20         48          58         0          720          0
    37      -40         -2          40         452          720          0
    38      -64         -104          60         355          378          0
    39      20         21          34         608          720          0
    40      156         42          66         277          411          0
    41      -78         4          56         170          173          0
    42      71         -2          42         267          422          0
    43      -11         -32          62         618          720          0
    44      -169         -29          57         425          486          0
    45      25         41          60         358          569          0
    46      81         -54          32         308          428          0
    47      26         9          49         0          105          0
    48      2         -69          61         150          417          0
    49      25         5          56         639          720          0
    50      5         9          38         0          183          0
    51      -137         115          49         0          720          0
    52      -54         -96          50         343          497          0
    53      -17         12          55         0          720          0
    54      68         -80          67         527          649          0
    55      -19         -20          60         644          720          0
    56      80         -126          41         299          405          0
    57      -39         -5          39         212          249          0
    58      -20         -58          43         278          468          0
    59      -1         -99          44         109          189          0
    60      81         114          36         0          720          0
    61      44         -24          57         0          720          0
    62      -2         27          79         467          620          0
    63      -8         25          53         0          720          0
    64      17         -58          28         0          206          0
    65      -141         -16          36         423          720          0
    66      3         84          47         527          720          0
    67      -36         51          88         0          720          0
    68      9         -1          62         445          672          0
    69      -17         -22          28         643          720          0
    70      63         83          57         470          720          0
    71      -152         -13          45         192          375          0
    72      24         -31          40         448          720          0
    73      -31         -31          68         501          720          0
    74      -145         42          48         165          233          0
    75      -92         -6          47         0          720          0
    76      -9         160          62         349          371          0
    77      0         77          77         516          573          0
    78      21         -21          34         0          720          0
    79      0         -21          42         364          587          0
    80      -26         17          71         687          720          0
    81      38         59          61         0          173          0
    82      -129         -27          54         570          664          0
    83      -155         27          62         266          314          0
    84      73         -67          77         128          201          0
    85      18         40          58         416          720          0
    86      33         -2          40         138          202          0
    87      48         12          20         589          720          0
    88      140         -110          49         0          720          0
    89      -128         102          41         0          720          0
    90      -22         -14          68         570          720          0
    91      -26         -156          52         0          720          0
    92      -16         -28          45         555          720          0
    93      -27         -10          56         649          720          0
    94      12         130          83         288          510          0
    95      108         82          60         0          720          0
    96      -31         37          31         178          559          0
    97      -33         -2          49         606          720          0
    98      -1         0          58         453          720          0
    99      -8         20          27         0          70          0
    100      -33         21          36         599          720          0
    101      -20         -21          45         319          380          0
    102      -46         -36          41         405          720          0
    103      -49         46          49         469          608          0
    104      4         101          27         215          323          0
    105      -138         -89          69         345          368          0
    106      -2         52          62         207          366          0
    107      -125         -3          84         140          246          0
    108      24         -5          50         580          720          0
    109      22         -69          46         312          720          0
    110      -26         -35          55         474          720          0
    111      -6         -10          36         601          720          0
    112      -42         9          43         0          720          0
    113      52         -33          73         0          138          0
    114      104         65          35         303          720          0
    115      -88         1          35         605          720          0
    116      -35         -132          63         338          427          0
    117      66         153          48         513          720          0
    118      17         105          60         0          210          0
    119      0         -7          48         676          720          0
    120      24         89          67         360          448          0
