instance_30-triangle

VEHICLE
NUMBER     CAPACITY
  120         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -9         -20          73         0          720          0
    2      -82         8          40         317          720          0
    3      146         51          41         0          720          0
    4      -28         24          46         542          622          0
    5      49         17          20         0          720          0
    6      -99         30          41         313          410          0
    7      -21         -53          44         0          720          0
    8      2         -138          60         492          720          0
    9      -100         92          65         284          362          0
    10      43         8          48         0          720          0
    11      140         35          63         0          370          0
    12      -10         -61          64         637          720          0
    13      109         64          55         0          720          0
    14      -59         -96          33         295          396          0
    15      -27         -108          39         125          216          0
    16      19         -5          38         0          720          0
    17      20         -1          41         496          587          0
    18      -9         -19          36         574          720          0
    19      -6         2          72         0          720          0
    20      -53         4          47         473          720          0
    21      95         83          41         545          720          0
    22      3         6          45         525          720          0
    23      -18         -24          24         0          720          0
    24      88         123          61         416          720          0
    25      14         156          38         429          433          0
    26      -4         -9          41         0          720          0
    27      6         -9          51         496          720          0
    28      19         5          43         0          720          0
    29      18         -68          39         540          720          0
    30      7         -6          62         346          720          0
    31      80         -54          48         408          437          0
    32      -98         7          28         0          720          0
    33      -12         -45          27         545          720          0
    34      -133         -47          46         145          195          0
    35      -18         16          70         451          720          0
    36      -141         -89          79         0          720          0
    37      48         23          48         112          160          0
    38      -65         -26          21         444          488          0
    39      -126         38          75         293          720          0
    40      4         -43          42         198          409          0
    41      -80         2          68         0          99          0
    42      6         -179          58         0          720          0
    43      17         -49          56         174          317          0
    44      43         15          77         638          720          0
    45      -17         129          52         0          720          0
    46      1         -18          97         626          720          0
    47      147         -100          36         316          377          0
    48      14         86          49         452          627          0
    49      112         -84          35         567          720          0
    50      73         105          45         426          486          0
    51      -143         61          30         0          720          0
    52      9         -67          42         51          97          0
    53      65         -150          58         62          212          0
    54      -49         87          16         574          720          0
    55      -1         -1          67         0          210          0
    56      -61         12          59         0          460          0
    57      33         -204          39         201          289          0
    58      9         63          59         463          577          0
    59      -88         69          72         0          720          0
    60      -113         -95          39         435          561          0
    61      -70         58          23         604          720          0
    62      -1         65          57         529          720          0
    63      -8         1          37         598          720          0
    64      150         8          25         442          594          0
    65      -24         -91          69         329          352          0
    66      -62         29          60         360          720          0
    67      57         89          59         181          487          0
    68      4         2          88         573          720          0
    69      19         -50          67         486          599          0
    70      75         23          56         354          720          0
    71      10         -36          32         77          156          0
    72      16         28          47         452          720          0
    73      1         -59          62         438          720          0
    74      96         -117          58         354          367          0
    75      105         96          47         60          164          0
    76      -5         -8          81         410          720          0
    77      -40         52          41         0          720          0
    78      -60         9          68         0          720          0
    79      30         -54          25         501          720          0
    80      -114         -100          62         0          201          0
    81      -3         3          65         516          720          0
    82      6         11          54         0          720          0
    83      -79         149          41         487          720          0
    84      11         86          67         428          720          0
    85      -18         -161          46         171          200          0
    86      -49         123          36         445          720          0
    87      25         -8          17         546          720          0
    88      155         -26          53         337          360          0
    89      -8         169          28         191          246          0
    90      167         6          10         0          720          0
    91      -21         54          33         579          720          0
    92      16         -39          72         200          454          0
    93      -133         -93          64         0          720          0
    94      6         -22          48         473          720          0
    95      -37         -41          67         40          66          0
    96      0         32          36         680          720          0
    97      -25         -30          54         532          720          0
    98      59         95          40         267          720          0
    99      21         -13          56         0          720          0
    100      -40         -126          59         356          448          0
    101      7         -34          71         0          71          0
    102      -53         -102          46         218          267          0
    103      -66         -9          60         317          363          0
    104      157         33          49         0          720          0
    105      -20         -58          46         0          720          0
    106      14         -10          64         0          720          0
    107      -22         102          40         251          403          0
    108      -27         6          26         633          720          0
    109      7         60          45         198          448          0
    110      -47         -26          57         606          720          0
    111      -95         19          44         433          535          0
    112      50         -41          26         0          720          0
    113      -18         -22          68         491          638          0
    114      21         22          22         556          720          0
    115      104         40          50         286          720          0
    116      -5         -16          32         651          720          0
    117      -63         -163          45         0          720          0
    118      -8         64          60         538          720          0
    119      -111         -82          52         0          294          0
    120      44         -16          38         418          501          0
