instance_13-triangle

VEHICLE
NUMBER     CAPACITY
  30         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -121         -67          54         472          591          0
    2      -38         28          34         523          720          0
    3      24         -142          81         476          506          0
    4      30         2          39         0          720          0
    5      -19         -39          39         0          720          0
    6      4         -47          57         0          720          0
    7      -137         27          42         541          720          0
    8      59         -39          46         524          720          0
    9      13         7          35         522          720          0
    10      19         39          60         432          554          0
    11      2         2          57         358          465          0
    12      -5         20          55         0          147          0
    13      -120         34          57         223          322          0
    14      62         -49          53         0          720          0
    15      82         36          48         450          720          0
    16      -58         86          48         0          720          0
    17      -99         -32          50         144          290          0
    18      -124         6          62         303          720          0
    19      -51         -68          61         190          214          0
    20      -10         -21          60         0          113          0
    21      -17         48          42         478          720          0
    22      33         97          51         427          720          0
    23      37         33          36         652          720          0
    24      26         190          36         88          204          0
    25      -22         22          42         0          720          0
    26      -13         -185          55         260          274          0
    27      4         -2          35         628          720          0
    28      -6         4          37         286          720          0
    29      -74         40          39         0          720          0
    30      24         14          3         0          720          0
