instance_34-triangle

VEHICLE
NUMBER     CAPACITY
  120         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      15         -63          54         650          720          0
    2      24         -3          51         387          720          0
    3      -17         -54          51         330          720          0
    4      -1         1          65         475          720          0
    5      21         41          41         468          720          0
    6      18         -3          51         22          171          0
    7      -40         -71          48         440          720          0
    8      -35         -51          67         306          350          0
    9      44         -102          42         424          517          0
    10      17         17          50         524          720          0
    11      10         100          57         0          720          0
    12      2         -41          51         0          720          0
    13      23         22          25         544          720          0
    14      18         7          49         602          720          0
    15      -53         -62          70         0          118          0
    16      -151         -23          59         257          320          0
    17      -74         56          27         442          626          0
    18      5         -3          50         492          635          0
    19      140         -113          51         353          378          0
    20      42         -6          38         408          720          0
    21      -56         -129          68         554          720          0
    22      0         -67          24         644          720          0
    23      61         -15          34         478          720          0
    24      -56         3          50         197          375          0
    25      4         174          32         0          720          0
    26      0         -19          57         465          478          0
    27      96         60          78         0          720          0
    28      106         -7          45         268          437          0
    29      50         -48          22         436          549          0
    30      39         -25          40         342          373          0
    31      -75         -70          47         529          720          0
    32      -2         -12          42         0          89          0
    33      32         -110          44         0          326          0
    34      -90         56          76         305          720          0
    35      8         73          61         501          547          0
    36      -12         -5          87         19          125          0
    37      -3         24          78         637          720          0
    38      30         137          54         391          505          0
    39      56         5          38         631          720          0
    40      -92         7          70         0          720          0
    41      35         37          45         0          720          0
    42      23         -154          47         0          720          0
    43      -68         98          32         497          720          0
    44      -8         59          22         487          500          0
    45      14         91          38         71          332          0
    46      -17         65          39         650          720          0
    47      6         14          55         501          720          0
    48      -9         95          73         283          454          0
    49      4         -24          66         623          720          0
    50      20         -29          53         655          720          0
    51      57         -33          56         0          720          0
    52      91         56          49         517          568          0
    53      -115         -10          40         156          314          0
    54      32         12          57         328          409          0
    55      145         -7          64         0          720          0
    56      20         7          33         606          720          0
    57      19         -19          24         660          720          0
    58      -124         7          80         360          372          0
    59      90         -53          42         0          720          0
    60      47         53          36         0          720          0
    61      19         89          48         363          412          0
    62      -14         18          49         0          720          0
    63      -18         -11          44         587          720          0
    64      -1         -3          67         620          720          0
    65      -35         34          57         0          720          0
    66      28         -38          46         153          203          0
    67      -24         -15          47         534          720          0
    68      -3         -11          59         597          720          0
    69      -5         -140          47         132          206          0
    70      -63         -24          57         0          720          0
    71      5         85          45         621          720          0
    72      -5         43          52         0          720          0
    73      -104         -10          36         343          720          0
    74      45         61          34         412          720          0
    75      22         -54          46         362          720          0
    76      -5         7          56         479          720          0
    77      -17         -49          63         353          490          0
    78      1         97          66         543          586          0
    79      -29         -38          38         379          410          0
    80      -99         -18          43         167          353          0
    81      82         -144          67         292          368          0
    82      91         139          52         526          720          0
    83      59         59          32         216          238          0
    84      170         -35          42         388          720          0
    85      -85         5          34         396          720          0
    86      41         109          52         245          611          0
    87      -92         14          30         0          119          0
    88      -2         -12          41         479          720          0
    89      -12         25          32         0          720          0
    90      120         24          35         0          720          0
    91      -8         103          58         472          720          0
    92      91         8          67         574          720          0
    93      -57         -64          66         420          720          0
    94      -17         -120          58         291          301          0
    95      -87         -55          73         45          166          0
    96      17         -16          34         401          629          0
    97      -50         53          43         628          720          0
    98      45         -63          45         565          720          0
    99      10         -113          34         533          614          0
    100      -13         13          56         0          157          0
    101      -40         63          66         372          720          0
    102      -44         24          20         584          720          0
    103      -81         38          76         601          720          0
    104      21         23          37         290          349          0
    105      -25         14          62         0          720          0
    106      -10         -174          65         0          720          0
    107      -116         28          29         0          223          0
    108      27         42          77         475          720          0
    109      115         21          54         479          720          0
    110      -7         5          36         283          720          0
    111      -133         -96          82         429          552          0
    112      -142         46          49         0          720          0
    113      2         39          49         0          149          0
    114      27         -153          35         0          720          0
    115      126         84          29         0          720          0
    116      -148         -4          45         521          560          0
    117      -11         168          34         0          720          0
    118      27         42          45         397          427          0
    119      157         -55          20         553          720          0
    120      -3         -158          32         0          720          0
