instance_26-triangle

VEHICLE
NUMBER     CAPACITY
  60         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -33         -27          17         620          720          0
    2      90         43          32         132          261          0
    3      -15         -96          56         588          720          0
    4      135         -59          69         198          395          0
    5      -113         137          68         0          720          0
    6      45         -148          45         0          720          0
    7      142         140          33         118          246          0
    8      81         -59          49         0          720          0
    9      9         23          52         0          720          0
    10      31         -14          46         568          720          0
    11      -32         137          42         0          243          0
    12      -4         28          62         0          72          0
    13      -43         -143          81         0          720          0
    14      -70         83          33         438          457          0
    15      -74         18          53         179          189          0
    16      -55         -83          15         0          720          0
    17      135         61          58         171          219          0
    18      70         -156          49         454          459          0
    19      -14         -47          56         417          500          0
    20      146         -52          43         338          537          0
    21      -51         -9          59         253          329          0
    22      -60         -107          29         0          720          0
    23      -104         -45          58         405          476          0
    24      -4         47          71         139          201          0
    25      -77         52          44         0          720          0
    26      110         -1          37         0          720          0
    27      -89         28          47         0          720          0
    28      -34         71          57         0          720          0
    29      32         -83          49         454          720          0
    30      -6         -36          71         528          720          0
    31      -95         114          43         214          297          0
    32      -49         -135          67         0          720          0
    33      -95         -46          60         0          720          0
    34      44         -60          75         206          392          0
    35      -24         -71          43         0          720          0
    36      -17         21          58         0          720          0
    37      88         8          20         247          364          0
    38      0         8          47         0          195          0
    39      20         -8          70         0          720          0
    40      -66         -39          57         0          720          0
    41      88         -72          36         194          255          0
    42      3         -19          55         468          720          0
    43      -11         167          40         315          720          0
    44      16         -62          55         0          268          0
    45      87         -24          46         0          720          0
    46      -41         43          57         127          322          0
    47      126         -18          22         0          720          0
    48      26         -18          46         0          720          0
    49      -124         60          62         324          405          0
    50      38         -149          65         359          720          0
    51      -27         123          37         362          523          0
    52      -3         12          49         514          720          0
    53      -33         19          60         544          720          0
    54      21         -10          51         354          478          0
    55      -45         -31          40         536          720          0
    56      49         -28          24         363          432          0
    57      37         120          24         416          720          0
    58      -13         -7          61         0          720          0
    59      -55         -16          43         578          720          0
    60      -66         8          31         0          148          0
