instance_29-triangle

VEHICLE
NUMBER     CAPACITY
  60         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      19         -164          67         178          388          0
    2      -61         -24          32         605          720          0
    3      -18         -70          46         0          259          0
    4      154         18          54         294          624          0
    5      80         -33          50         617          720          0
    6      -123         -133          52         500          579          0
    7      14         -86          53         459          554          0
    8      90         124          57         0          720          0
    9      30         17          35         0          720          0
    10      -34         -61          60         338          342          0
    11      74         -4          68         0          720          0
    12      63         74          27         240          627          0
    13      18         -150          47         504          720          0
    14      45         133          42         319          324          0
    15      3         -46          20         422          720          0
    16      70         10          68         602          720          0
    17      34         51          46         166          282          0
    18      -102         16          50         521          570          0
    19      -15         160          34         293          540          0
    20      41         -76          46         541          720          0
    21      -86         37          60         314          720          0
    22      3         15          51         0          720          0
    23      44         61          17         0          720          0
    24      -44         -125          55         335          365          0
    25      42         -127          50         403          547          0
    26      -77         22          19         422          720          0
    27      2         4          73         549          720          0
    28      -35         -12          52         601          720          0
    29      -46         -103          68         446          720          0
    30      42         -152          22         510          576          0
    31      -124         122          46         0          720          0
    32      -27         6          43         602          720          0
    33      -109         -36          50         143          318          0
    34      -77         120          82         340          720          0
    35      -78         -128          47         0          319          0
    36      134         4          60         345          571          0
    37      77         99          63         0          720          0
    38      -69         70          50         248          565          0
    39      24         -154          55         400          720          0
    40      3         76          59         0          720          0
    41      36         106          42         129          541          0
    42      74         6          41         357          468          0
    43      -33         -12          20         0          141          0
    44      14         40          29         0          720          0
    45      138         -77          22         0          720          0
    46      43         -38          29         614          720          0
    47      -5         85          45         119          124          0
    48      115         44          46         0          164          0
    49      -39         -75          51         309          354          0
    50      -143         -16          51         469          720          0
    51      138         59          59         133          172          0
    52      -56         -83          31         580          720          0
    53      -51         42          47         439          720          0
    54      -7         2          66         709          720          0
    55      80         16          58         0          720          0
    56      -11         -32          55         610          720          0
    57      73         33          32         0          720          0
    58      -101         -115          45         560          720          0
    59      -8         -87          69         0          720          0
    60      44         63          51         330          335          0
