instance_33-triangle

VEHICLE
NUMBER     CAPACITY
  120         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -32         56          54         459          530          0
    2      -49         65          43         638          720          0
    3      130         -54          43         0          720          0
    4      -86         -3          35         533          720          0
    5      -75         -40          64         161          204          0
    6      -34         -1          58         517          567          0
    7      -30         -92          63         0          720          0
    8      -9         14          57         0          103          0
    9      52         -71          59         566          720          0
    10      -28         76          75         0          720          0
    11      45         80          61         242          369          0
    12      -74         105          68         424          457          0
    13      93         46          46         0          720          0
    14      33         -13          63         0          720          0
    15      -19         -26          34         651          720          0
    16      53         -48          68         0          239          0
    17      14         -33          66         157          321          0
    18      2         -5          73         573          720          0
    19      -22         143          46         196          720          0
    20      66         127          46         472          549          0
    21      -69         -10          60         0          720          0
    22      22         -16          51         483          720          0
    23      6         15          55         234          720          0
    24      16         74          72         0          720          0
    25      169         23          39         0          720          0
    26      4         35          54         423          720          0
    27      -13         51          57         23          253          0
    28      -123         -116          28         0          720          0
    29      142         30          43         0          720          0
    30      4         49          66         53          185          0
    31      -69         -23          42         0          720          0
    32      -7         14          49         666          720          0
    33      70         -87          50         368          371          0
    34      -158         76          37         269          397          0
    35      96         -134          43         0          720          0
    36      -41         51          50         433          594          0
    37      -5         0          33         708          720          0
    38      47         -61          57         185          255          0
    39      -89         53          46         149          262          0
    40      12         50          23         467          548          0
    41      -117         8          77         580          720          0
    42      -129         -28          55         428          720          0
    43      -138         -24          30         0          720          0
    44      35         -21          31         306          386          0
    45      -7         -1          49         0          213          0
    46      -59         40          55         0          139          0
    47      -16         72          47         489          580          0
    48      33         -30          22         471          593          0
    49      -16         30          22         644          720          0
    50      -41         14          52         0          720          0
    51      42         58          59         124          269          0
    52      -8         10          67         0          110          0
    53      -73         -75          27         608          720          0
    54      17         -83          46         0          720          0
    55      -45         -53          40         148          256          0
    56      97         53          36         571          720          0
    57      23         34          50         428          720          0
    58      -49         -71          46         0          720          0
    59      49         -71          42         0          720          0
    60      105         129          44         285          396          0
    61      -114         -19          12         350          720          0
    62      30         116          46         310          458          0
    63      72         98          38         427          527          0
    64      -86         -5          48         208          720          0
    65      118         -28          61         0          720          0
    66      -96         17          42         357          411          0
    67      77         -97          30         115          720          0
    68      5         -92          49         0          720          0
    69      141         -75          48         539          720          0
    70      -114         -44          54         228          720          0
    71      84         13          39         592          720          0
    72      128         107          61         0          720          0
    73      39         -49          48         0          720          0
    74      -1         -125          37         296          299          0
    75      75         73          50         381          438          0
    76      34         -89          77         0          720          0
    77      7         -5          38         638          720          0
    78      50         120          29         0          410          0
    79      50         34          51         0          288          0
    80      -130         31          57         569          720          0
    81      111         64          34         522          720          0
    82      -40         -7          59         205          405          0
    83      -73         19          51         0          720          0
    84      26         -81          56         432          457          0
    85      29         -67          65         302          320          0
    86      -214         -7          23         155          251          0
    87      -10         79          37         347          493          0
    88      13         51          40         533          720          0
    89      82         -55          23         0          720          0
    90      -61         -32          23         0          119          0
    91      38         109          23         0          720          0
    92      -89         -64          40         198          478          0
    93      -25         114          78         123          125          0
    94      79         -87          58         0          339          0
    95      -46         -37          20         76          229          0
    96      100         -102          79         215          309          0
    97      49         25          33         233          373          0
    98      -80         -48          54         317          419          0
    99      -127         80          23         0          186          0
    100      -63         4          36         0          720          0
    101      70         -21          36         522          561          0
    102      -27         4          24         136          445          0
    103      162         -68          66         0          720          0
    104      -20         32          37         0          720          0
    105      99         3          37         248          408          0
    106      13         -132          32         0          720          0
    107      28         30          37         0          82          0
    108      3         -63          52         565          720          0
    109      37         -21          43         426          476          0
    110      18         5          48         266          567          0
    111      -6         -13          61         0          720          0
    112      30         77          37         0          146          0
    113      -38         23          46         240          274          0
    114      -10         -31          88         422          720          0
    115      -82         144          26         463          611          0
    116      22         88          34         170          292          0
    117      -62         -56          65         512          720          0
    118      -138         -22          42         0          720          0
    119      19         55          72         639          720          0
    120      -62         -3          36         0          70          0
