instance_1-triangle

VEHICLE
NUMBER     CAPACITY
  15         750

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME

    0      0         0          0          0       720          0
    1      -117         82          69         132          245          0
    2      73         -127          18         467          720          0
    3      42         14          38         0          266          0
    4      52         34          37         0          720          0
    5      77         110          71         81          175          0
    6      -19         -132          63         190          303          0
    7      -116         92          30         0          720          0
    8      -36         48          50         476          720          0
    9      -9         -28          48         574          720          0
    10      -53         63          48         0          720          0
    11      -17         -22          19         486          720          0
    12      -89         11          41         0          720          0
    13      -39         -10          75         553          720          0
    14      -107         -60          11         555          665          0
    15      -67         9          62         556          720          0
